2024-09-10 16:51:13.062,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:13.163,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:13.264,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:13.364,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:13.465,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:13.566,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:13.666,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:13.767,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:13.868,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:13.968,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:14.069,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:14.170,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:14.271,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:14.372,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:14.472,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:14.573,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:14.674,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:14.775,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:14.875,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:14.976,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:15.077,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:15.177,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:15.278,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:15.379,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:15.479,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:15.580,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:15.681,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:15.782,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:15.882,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:15.983,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:16.084,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:16.185,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:16.285,f1f1030000000b000010e1ffffffff000100
2024-09-10 16:51:16.386,f1f1030000000b000010e1ffffffff000100
