2024-09-10 16:53:26.706,magic=61937,msg_type=3,crc16=0,packet_len=11,sender=4321,receiver=4294967295,maneuver_type=1,remain_distance=0,
2024-09-10 16:53:26.807,magic=61937,msg_type=3,crc16=0,packet_len=11,sender=4321,receiver=4294967295,maneuver_type=1,remain_distance=0,
2024-09-10 16:53:26.908,magic=61937,msg_type=3,crc16=0,packet_len=11,sender=4321,receiver=4294967295,maneuver_type=1,remain_distance=0,
2024-09-10 16:53:27.008,magic=61937,msg_type=3,crc16=0,packet_len=11,sender=4321,receiver=4294967295,maneuver_type=1,remain_distance=0,
2024-09-10 16:53:27.108,magic=61937,msg_type=3,crc16=0,packet_len=11,sender=4321,receiver=4294967295,maneuver_type=1,remain_distance=0,
2024-09-10 16:53:27.210,magic=61937,msg_type=3,crc16=0,packet_len=11,sender=4321,receiver=4294967295,maneuver_type=1,remain_distance=0,
2024-09-10 16:53:27.310,magic=61937,msg_type=3,crc16=0,packet_len=11,sender=4321,receiver=4294967295,maneuver_type=1,remain_distance=0,
2024-09-10 16:53:27.411,magic=61937,msg_type=3,crc16=0,packet_len=11,sender=4321,receiver=4294967295,maneuver_type=1,remain_distance=0,
2024-09-10 16:53:27.511,magic=61937,msg_type=3,crc16=0,packet_len=11,sender=4321,receiver=4294967295,maneuver_type=1,remain_distance=0,
2024-09-10 16:53:27.613,magic=61937,msg_type=3,crc16=0,packet_len=11,sender=4321,receiver=4294967295,maneuver_type=1,remain_distance=0,
2024-09-10 16:53:27.713,magic=61937,msg_type=3,crc16=0,packet_len=11,sender=4321,receiver=4294967295,maneuver_type=1,remain_distance=0,
2024-09-10 16:53:27.824,magic=61937,msg_type=3,crc16=0,packet_len=11,sender=4321,receiver=4294967295,maneuver_type=1,remain_distance=0,
2024-09-10 16:53:27.914,magic=61937,msg_type=3,crc16=0,packet_len=11,sender=4321,receiver=4294967295,maneuver_type=1,remain_distance=0,
2024-09-10 16:53:28.016,magic=61937,msg_type=3,crc16=0,packet_len=11,sender=4321,receiver=4294967295,maneuver_type=1,remain_distance=0,
2024-09-10 16:53:28.117,magic=61937,msg_type=3,crc16=0,packet_len=11,sender=4321,receiver=4294967295,maneuver_type=1,remain_distance=0,
2024-09-10 16:53:28.217,magic=61937,msg_type=3,crc16=0,packet_len=11,sender=4321,receiver=4294967295,maneuver_type=1,remain_distance=0,
2024-09-10 16:53:28.318,magic=61937,msg_type=3,crc16=0,packet_len=11,sender=4321,receiver=4294967295,maneuver_type=1,remain_distance=0,
2024-09-10 16:53:28.418,magic=61937,msg_type=3,crc16=0,packet_len=11,sender=4321,receiver=4294967295,maneuver_type=1,remain_distance=0,
2024-09-10 16:53:28.519,magic=61937,msg_type=3,crc16=0,packet_len=11,sender=4321,receiver=4294967295,maneuver_type=1,remain_distance=0,
2024-09-10 16:53:28.619,magic=61937,msg_type=3,crc16=0,packet_len=11,sender=4321,receiver=4294967295,maneuver_type=1,remain_distance=0,
2024-09-10 16:53:28.720,magic=61937,msg_type=3,crc16=0,packet_len=11,sender=4321,receiver=4294967295,maneuver_type=1,remain_distance=0,
2024-09-10 16:53:30.831,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:30.933,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:31.033,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:31.133,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:31.233,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:31.333,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:31.435,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:31.535,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:31.636,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:31.737,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:31.837,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:31.938,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:32.039,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:32.140,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:32.241,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:32.340,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:32.442,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:32.542,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:32.643,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:32.744,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:32.844,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:32.945,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:33.045,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:33.146,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:33.247,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:33.347,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:33.448,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:33.548,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:33.649,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:33.750,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
2024-09-10 16:53:33.849,magic=61937,msg_type=7,crc16=0,packet_len=7,sender=4321,maneuver_type=2,remain_distance=0,
