2024-11-07 16:52:46.099,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:52:49.118,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:52:52.137,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:52:55.155,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:52:58.175,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:53:01.192,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:53:04.109,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:53:07.129,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:53:10.147,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:53:13.168,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:53:16.197,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:53:19.116,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:53:22.134,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:53:25.151,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:53:28.171,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:53:31.189,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:53:34.108,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:53:37.128,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:53:40.155,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:53:43.179,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:53:46.198,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:53:49.116,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:53:52.134,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:53:55.154,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:53:58.173,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:54:01.189,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:54:04.208,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:54:07.125,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:54:10.143,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:54:13.158,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:54:16.175,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:54:19.194,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:54:22.211,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:54:25.130,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:54:28.150,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:54:31.167,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:54:34.184,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:54:37.200,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:54:40.218,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:54:43.136,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:54:46.153,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:54:49.172,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:54:52.189,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:54:55.205,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:54:58.123,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:55:01.141,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:55:04.161,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:55:07.178,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:55:10.194,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:55:13.208,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:55:16.125,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:55:19.144,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-07 16:55:22.161,magic=61937,msg_type=101,crc16=0,packet_len=7,
