2024-10-14 13:51:09.000,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-10-14 13:55:16.344,,magic=61937,msg_type=5,crc16=0,packet_len=16,sender=10251780,receiver=196626,agreement_flag=1
