2024-11-11 15:28:41.588,system,INFO,Start rsu module.
2024-11-11 15:28:41.588,system,INFO,Run VehicleSocket modules process
2024-11-11 15:28:41.590,system,INFO,MY BIND IP: ('192.168.11.200', 63112)
2024-11-11 15:28:41.591,system,INFO,Run ObuSocket modules process
2024-11-11 15:28:41.591,system,INFO,Run MiddleWare Process.
2024-11-11 15:28:41.592,system,INFO,MY BIND IP: ('192.168.11.200', 63112)
2024-11-11 15:28:41.593,system,INFO,MY BIND IP: ('192.168.11.200', 63114)
2024-11-11 15:28:41.593,system,INFO,MY BIND IP: ('localhost', 28000)
2024-11-11 15:28:41.594,system,INFO,VehicleSocket::connect_remote,Connecting ('localhost', 20000)...
2024-11-11 15:28:41.595,system,INFO,VehicleSocket::connect_remote,Connected VehicleSocket socket.
2024-11-11 15:29:33.924,system,INFO,MY BIND IP: ('localhost', 28000)
2024-11-11 15:29:33.925,system,INFO,VehicleSocket::connect_remote,Connecting ('localhost', 20000)...
2024-11-11 15:29:36.928,system,INFO,MY BIND IP: ('localhost', 28000)
2024-11-11 15:29:36.929,system,INFO,VehicleSocket::connect_remote,Connecting ('localhost', 20000)...
2024-11-11 15:29:36.943,system,INFO,VehicleSocket::connect_remote,Connected VehicleSocket socket.
2024-11-11 15:32:04.724,system,ERROR,msg_type:2,'NoneType' object is not callable
2024-11-11 15:32:04.823,system,ERROR,msg_type:2,'NoneType' object is not callable
2024-11-11 15:32:04.930,system,ERROR,msg_type:2,'NoneType' object is not callable
2024-11-11 15:32:04.978,system,ERROR,msg_type:2,'NoneType' object is not callable
2024-11-11 15:32:05.089,system,ERROR,msg_type:2,'NoneType' object is not callable
2024-11-11 15:32:05.243,system,ERROR,msg_type:2,'NoneType' object is not callable
2024-11-11 15:32:05.334,system,ERROR,msg_type:2,'NoneType' object is not callable
2024-11-11 15:32:05.409,system,ERROR,msg_type:2,'NoneType' object is not callable
2024-11-11 15:32:06.914,system,ERROR,msg_type:2,'NoneType' object is not callable
2024-11-11 15:32:07.046,system,ERROR,msg_type:2,'NoneType' object is not callable
2024-11-11 15:32:07.108,system,ERROR,msg_type:2,'NoneType' object is not callable
2024-11-11 15:32:07.201,system,ERROR,msg_type:2,'NoneType' object is not callable
2024-11-11 15:32:07.352,system,ERROR,msg_type:2,'NoneType' object is not callable
2024-11-11 15:32:07.424,system,ERROR,msg_type:2,'NoneType' object is not callable
2024-11-11 15:32:07.500,system,ERROR,msg_type:2,'NoneType' object is not callable
2024-11-11 15:32:07.651,system,ERROR,msg_type:2,'NoneType' object is not callable
2024-11-11 15:32:07.710,system,ERROR,msg_type:2,'NoneType' object is not callable
2024-11-11 15:32:07.868,system,ERROR,msg_type:2,'NoneType' object is not callable
2024-11-11 15:32:07.909,system,ERROR,msg_type:2,'NoneType' object is not callable
2024-11-11 15:32:08.022,system,ERROR,msg_type:2,'NoneType' object is not callable
2024-11-11 15:32:08.163,system,ERROR,msg_type:2,'NoneType' object is not callable
2024-11-11 15:32:08.200,system,ERROR,msg_type:2,'NoneType' object is not callable
