2024-09-05 13:30:46.606,magic=61937msg_type=101crc16=0packet_len=7
2024-09-05 13:30:49.625,magic=61937msg_type=101crc16=0packet_len=7
2024-09-05 13:30:52.644,magic=61937msg_type=101crc16=0packet_len=7
2024-09-05 13:30:55.665,magic=61937msg_type=101crc16=0packet_len=7
2024-09-05 13:30:58.684,magic=61937msg_type=101crc16=0packet_len=7
2024-09-05 13:31:01.706,magic=61937msg_type=101crc16=0packet_len=7
2024-09-05 13:31:04.624,magic=61937msg_type=101crc16=0packet_len=7
2024-09-05 13:31:07.642,magic=61937msg_type=101crc16=0packet_len=7
2024-09-05 13:31:10.662,magic=61937msg_type=101crc16=0packet_len=7
2024-09-05 13:31:13.681,magic=61937msg_type=101crc16=0packet_len=7
2024-09-05 13:31:16.700,magic=61937msg_type=101crc16=0packet_len=7
2024-09-05 13:31:19.629,magic=61937msg_type=101crc16=0packet_len=7
2024-09-05 13:31:22.647,magic=61937msg_type=101crc16=0packet_len=7
2024-09-05 13:31:25.667,magic=61937msg_type=101crc16=0packet_len=7
2024-09-05 13:31:28.686,magic=61937msg_type=101crc16=0packet_len=7
2024-09-05 13:31:31.706,magic=61937msg_type=101crc16=0packet_len=7
2024-09-05 13:31:34.626,magic=61937msg_type=101crc16=0packet_len=7
2024-09-05 13:31:37.643,magic=61937msg_type=101crc16=0packet_len=7
