2024-11-11 15:25:50.580,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-11 15:25:53.597,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-11 15:25:56.613,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-11 15:25:59.636,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-11 15:26:02.654,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-11 15:26:05.672,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-11 15:26:08.592,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-11 15:26:11.612,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-11 15:26:14.633,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-11 15:26:17.655,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-11 15:26:20.674,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-11 15:26:23.593,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-11 15:26:26.612,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-11 15:26:29.630,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-11 15:26:32.651,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-11 15:26:35.669,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-11 15:26:38.587,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-11 15:26:41.607,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-11 15:26:44.633,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-11 15:26:47.651,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-11 15:26:50.670,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-11 15:26:53.591,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-11 15:26:56.610,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-11 15:26:59.628,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-11 15:27:02.647,magic=61937,msg_type=101,crc16=0,packet_len=7,
2024-11-11 15:27:05.669,magic=61937,msg_type=101,crc16=0,packet_len=7,
