2024-09-10 16:23:21.726,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:23:24.742,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:23:27.760,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:23:30.776,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:23:33.792,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:23:36.805,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:23:39.823,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:23:42.740,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:23:45.757,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:23:48.772,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:23:51.798,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:23:54.814,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:23:57.733,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:24:00.752,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:24:03.769,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:24:06.787,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:24:09.801,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:24:12.820,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:24:15.742,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:24:18.760,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:24:21.774,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:24:24.792,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:24:27.808,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:24:30.827,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:24:33.746,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:24:36.762,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:24:39.784,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:24:42.804,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:24:45.822,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:24:48.840,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:24:51.758,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:24:54.777,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:24:57.795,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:25:00.813,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:25:03.831,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:25:06.749,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:25:09.771,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:25:12.790,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:25:15.807,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:25:18.827,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:25:21.845,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:25:24.761,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:25:27.779,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:25:30.794,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:25:33.810,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:25:36.827,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:25:39.844,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:25:42.759,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:25:45.774,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:25:48.791,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:25:51.807,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:25:54.824,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:25:57.843,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:26:00.760,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:26:03.775,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:26:06.793,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:26:09.812,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:26:12.829,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:26:15.848,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:26:18.765,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:26:21.784,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:26:24.804,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:26:27.821,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:26:30.838,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:26:33.856,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:26:36.772,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:26:39.789,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:26:42.805,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:26:45.824,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:26:48.844,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:26:51.862,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:26:54.779,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:26:57.798,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:27:00.813,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:27:03.832,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:27:06.851,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:27:09.771,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:27:12.790,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:27:15.808,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:27:18.828,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:27:21.848,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:27:24.866,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:27:27.784,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:27:30.802,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:27:33.820,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:27:36.841,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:27:39.863,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:27:42.783,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:27:45.802,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:27:48.824,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:27:51.841,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:27:54.859,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:27:57.877,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:28:00.794,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:28:03.812,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:28:06.830,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:28:09.849,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:28:12.867,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:28:15.785,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:28:18.806,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:28:21.826,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:28:24.843,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:28:27.863,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:28:30.879,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:28:33.796,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:28:36.812,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:28:39.830,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:28:42.850,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:28:45.868,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:28:48.788,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:28:51.804,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:28:54.822,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:28:57.840,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:29:00.858,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:29:03.878,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:29:06.797,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:29:09.815,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:29:12.837,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:29:15.856,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:29:18.876,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:29:21.895,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:29:24.814,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:29:27.833,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:29:30.849,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:29:33.870,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:29:36.891,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:29:39.806,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:29:42.827,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:29:45.848,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:29:48.865,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:29:51.881,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:29:54.896,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:29:57.810,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:30:00.829,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:30:03.848,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:30:06.866,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:30:09.882,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:30:12.898,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:30:15.814,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:30:18.830,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:30:21.846,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:30:24.864,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:30:27.883,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:30:30.898,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:30:33.815,,magic=61937,msg_type=101,crc16=0,packet_len=7
2024-09-10 16:30:36.831,,magic=61937,msg_type=101,crc16=0,packet_len=7
